Title,Price,screen,screen_size,resolution_width,resolution_height,resolution_pixels,refresh_rate,ram,ram_gb,storage,storage_gb,processor,cpu_clean,cpu_brand,cpu_family,cpu_generation,graphics,gpu_clean,gpu_brand,gpu_model,nvidia_gpu,is_gaming,has_dedicated_gpu,has_nvidia_gpu,has_amd_gpu,has_intel_gpu,os
"Laptop Lenovo Yoga 7 2-in-1 16AKP10 OLED 16"" 120Hz Ryzen AI 7 350 16GB RAM 512GB Dysk SSD Win11 Beżowy Funkcje AI",5299.0,"16 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",16.0,2880,1800,5184000,120,16 GB  LPDDR5x 7500 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M Graphics,AMD Radeon 860M Graphics,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A18 3VHK3EEC64SH 18"" 165Hz R7 260 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny Funkcje AI",6999.0,"18 "",  2560 x 1600 pikseli 165 Hz",18.0,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5060 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5060 + AMD Radeon 780M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Vector 16 HX AI A2XWIG-405PL 16"" 240Hz Ultra 9 275HX 16GB RAM 1TB Dysk SSD RTX5080 DLSS4 Win11 Szary Funkcje AI",9999.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5080 + Intel Graphics,NVIDIA GeForce RTX 5080 + Intel Graphics,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,False,True,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 15IAH8 15,6"" i5-12450H 16GB RAM 1TB Dysk SSD Win11 Szary",2999.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  LPDDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i5 12gen 12450H,Intel Core i5 12gen 12450H,Intel,Core i5,12,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Gigabyte AORUS 16X 2024 9KG-43EEC54SD 16"" 165Hz i7-13650HX 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Szary",3999.0,"16 "",  2560 x 1600 pikseli 165 Hz",16.0,2560,1600,4096000,165,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13650HX,Intel Core i7 13gen 13650HX,Intel,Core i7,13,NVIDIA® GeForce RTX 4060 + Intel UHD Graphics,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,True,bez systemu
"Laptop Acer Aspire 17 A17-51M 17,3"" i5-1334U 16GB RAM 512 Dysk SSD Win11 Szary",2499.0,"17,3 "",  1920 x 1080 pikseli 60 Hz",17.3,1920,1080,2073600,60,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Huawei MateBook D 14 2024 14"" i5-12450H 16GB RAM 512GB Dysk SSD Win11 Szary",2999.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR4X RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 12450H,Intel Core i5 12gen 12450H,Intel,Core i5,12,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 3 15ALC6 15,6"" R7 5700U 8GB RAM 512GB Dysk SSD Win11 Szary",3199.0,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,8 GB  DDR4 3200 MHz RAM,8,512 GB SSD,512,AMD Ryzen™ 7 5700U,AMD Ryzen 7 5700U,AMD,Ryzen 7,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Lenovo ThinkBook 16 G7 ARP 16"" R7 7735HS 16GB RAM 512GB Dysk SSD Win11 Szary",3299.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 7735HS,AMD Ryzen 7 7735HS,AMD,Ryzen 7,,AMD  Radeon™ 680M,AMD Radeon 680M,AMD,Radeon 680M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" 120Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarny",3699.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 5600H,AMD Ryzen 5 5600H,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™  Graphics,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,NVIDIA,GeForce RTX 3050 Ti,GeForce RTX 3050 Ti,True,True,True,True,False,Windows 11 Home Edition
"Laptop ASUS Vivobook S 14 OLED S5406SA-PP067W 14"" 120Hz Ultra 5 226V 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI",4999.0,"14 "",  2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 226V,Intel Core Ultra 5 15gen 226V,Intel,Core Ultra 5,15,Intel®  Arc Graphics 130V,Intel Arc Graphics 130V,Intel,Arc Graphics 130V,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A18 3VHK3EEC94SH 18"" 165Hz R7 260 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny Funkcje AI",4999.0,"18 "",  2560 x 1600 pikseli 165 Hz",18.0,2560,1600,4096000,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5060 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5060 + AMD Radeon 780M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Pro 2024 16,2"" M4 Pro 24GB RAM 512GB Dysk macOS Srebrny Funkcje AI",12999.0,"16,2 "",  3456 x 2234 pikseli 120 Hz",16.2,3456,2234,7720704,120,24 GB  zunifikowana RAM,24,512 GB SSD,512,Apple M4 Pro,Apple M4 Pro,Apple,M4 Pro,,Apple  M4 Pro (20-rdzeni),Apple M4 Pro (20-rdzeni),Apple,M4 Pro,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop 2w1 Acer Spin 3 SP314-55N-52CF 14"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Srebrny",1999.0,"14 "", ekran dotykowy 1920 x 1080 pikseli 60 Hz",14.0,1920,1080,2073600,60,16 GB  LPDDR4X RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 1235U,Intel Core i5 12gen 1235U,Intel,Core i5,12,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop biznesowy Acer TravelMate P4 16 TMP416-52-TCO 16"" i7-1355U 16GB RAM 512GB Dysk SSD RTX2050 Win11 Pro Czarno-niebieski",2999.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR4 RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 1355U,Intel Core i7 13gen 1355U,Intel,Core i7,13,NVIDIA® GeForce RTX 2050 + Intel Iris Xe Graphics,NVIDIA GeForce RTX 2050 + Intel Iris Xe Graphics,NVIDIA,GeForce RTX 2050,GeForce RTX 2050,False,True,True,False,True,Windows 11 Professional
"Laptop gamingowy Acer Nitro 5 AN517-55-51MQ 17,3"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Czarny",3699.0,"17,3 "",  1920 x 1080 pikseli 144 Hz",17.3,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 12450H,Intel Core i5 12gen 12450H,Intel,Core i5,12,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15ARP9 15,6"" 144Hz R5 7235HS 24GB RAM 512GB Dysk SSD RTX3050 Win11 Szary Funkcje AI",3699.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,24 GB  DDR5 4800 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ 5 7235HS,AMD Ryzen 5 7235HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050,NVIDIA GeForce RTX 3050,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,False,False,Windows 11 Home Edition
"Laptop Lenovo Yoga 7 14IML9 OLED 14"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 + Rysik + Etui Szary Funkcje AI",4699.0,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 7467 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 125H,Intel Core Ultra 5 14gen 125H,Intel,Core Ultra 5,14,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Acer Aspire AL15-32P 15,6"" Celeron N4500 8GB RAM 256GB Dysk SSD Srebrny",1379.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,8 GB  LPDDR4X RAM,8,256 GB SSD,256,Intel® Celeron® N4500,Intel Celeron N4500,Intel,N4500,,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,bez systemu
"Laptop gamingowy Acer Nitro V 15 ANV15-41-R8DQ 15,6"" 165Hz R5 7535HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",3499.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR5 RAM,16,1 TB SSD,1024,AMD Ryzen™ 5 7535HS,AMD Ryzen 5 7535HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 660M,NVIDIA GeForce RTX 4060 + AMD Radeon 660M,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A16 CMHI2EE894SH 16"" 165Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Win11 Czarny",3999.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5200 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX 4050 + Intel UHD Graphics,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15IAX9 15,6"" 144Hz i5-12450HX 16GB RAM 1TB Dysk SSD RTX4060 Szary Funkcje AI",4199.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i5 12gen 12450HX,Intel Core i5 12gen 12450HX,Intel,Core i5,12,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,True,bez systemu
"Laptop gamingowy Lenovo Legion Slim 5 16AHP9 16"" 240Hz R7 8845HS 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Szary Funkcje AI",5299.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 8845HS,AMD Ryzen 7 8845HS,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 780M,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,True,False,Windows 11 Home Edition
"Laptop ASUS Vivobook S 14 OLED S5406SA-PP041W 14"" 120Hz Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Czarny Funkcje AI",6699.0,"14 "",  2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 258V,Intel Core Ultra 7 15gen 258V,Intel,Core Ultra 7,15,Intel®  Arc Graphics 140V,Intel Arc Graphics 140V,Intel,Arc Graphics 140V,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Acer Aspire 16 A16-71M-59LY OLED 16"" Ultra 5 115U 32GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",3499.0,"16 "",  2048 x 1280 pikseli 120 Hz",16.0,2048,1280,2621440,120,32 GB  LPDDR5X RAM,32,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 115U,Intel Core Ultra 5 14gen 115U,Intel,Core Ultra 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 15 ANV15-51-52X2 15,6"" 144Hz i5-13420H 16GB RAM 1TB Dysk SSD RTX3050 Win11 Czarny",4399.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 RAM,16,1 TB SSD,1024,Intel® Core™ i5 13gen 13420H,Intel Core i5 13gen 13420H,Intel,Core i5,13,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15IRX10 15,6"" 144Hz i5-13450HX 16GB RAM 1TB Dysk SSD RTX5050 DLSS4 Win11 Szary Funkcje AI",5099.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i5 13gen 13450HX,Intel Core i5 13gen 13450HX,Intel,Core i5,13,NVIDIA® GeForce RTX™ 5050 + Intel UHD Graphics,NVIDIA GeForce RTX 5050 + Intel UHD Graphics,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,False,True,Windows 11 Home Edition
"Laptop Dell 14 Plus 1425-2853 14"" Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Niebieski Funkcje AI",5999.0,"14 "",  2560 x 1600 pikseli 90 Hz",14.0,2560,1600,4096000,90,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 258V,Intel Core Ultra 7 15gen 258V,Intel,Core Ultra 7,15,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 15AMN8 15,6"" R3 7320U 8GB RAM 512GB Dysk SSD Win11 Szary",1899.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,8 GB  LPDDR5 5500 Mhz RAM,8,512 GB SSD,512,AMD Ryzen™ 3 7320U,AMD Ryzen 3 7320U,AMD,Ryzen 3,,AMD  Radeon™ 610M,AMD Radeon 610M,AMD,Radeon 610M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop biznesowy HP 250 G10 15,6"" i5-1334U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",2169.0,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Professional
"Laptop Acer Aspire 16 A16-71M-56FP OLED 16"" Ultra 5 115U 16GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",2499.0,"16 "",  2048 x 1280 pikseli 120 Hz",16.0,2048,1280,2621440,120,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 115U,Intel Core Ultra 5 14gen 115U,Intel,Core Ultra 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 16ARP10 16"" R5 7533HS 24GB RAM 1TB Dysk SSD Win11 Szary",2949.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,24 GB  DDR5 4800 Mhz RAM,24,1 TB SSD,1024,AMD Ryzen™ 5 7533HS,AMD Ryzen 5 7533HS,AMD,Ryzen 5,,AMD  Radeon™ 660M Graphics,AMD Radeon 660M Graphics,AMD,Radeon 660M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15AHP10 OLED 15,1"" 165Hz R7 260 24GB RAM 512GB Dysk SSD RTX5050 DLSS4 Czarny Funkcje AI",4849.0,"15,1 "",  2560 x 1600 pikseli 165 Hz",15.1,2560,1600,4096000,165,24 GB  DDR5 4800 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 5050 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5050 + AMD Radeon 780M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,bez systemu
"Laptop gamingowy Gigabyte Gaming A16 CWHI3EE894SD 16"" 165Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX5070 DLSS4 Czarny",5199.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5200 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX 5070 + Intel UHD Graphics,NVIDIA GeForce RTX 5070 + Intel UHD Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,False,True,bez systemu
"Laptop gamingowy Gigabyte Gaming A16 CWHI3EE894SH 16"" 165Hz i7-13620H 16GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Czarny",5499.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5200 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 13gen 13620H,Intel Core i7 13gen 13620H,Intel,Core i7,13,NVIDIA® GeForce RTX 5070 + Intel UHD Graphics,NVIDIA GeForce RTX 5070 + Intel UHD Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15ITH6H 15,6"" 165Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarno-niebieski",6199.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,Intel® Core™ i5 11gen 11400H,Intel Core i5 11gen 11400H,Intel,Core i5,11,NVIDIA® GeForce RTX™ 3060+ Intel UHD Graphics,NVIDIA GeForce RTX 3060+ Intel UHD Graphics,NVIDIA,GeForce RTX 3060,GeForce RTX 3060,True,True,True,False,True,Windows 11 Home Edition
"Laptop Acer Extensa 15 EX215-57-TCO 15,6"" i5-1334U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2399.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Acer Extensa 15 EX215-55-51WD 15,6"" i5-1235U 16GB RAM 1TB Dysk SSD Win11 Szary",2499.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 RAM,16,1 TB SSD,1024,Intel® Core™ i5 12gen 1235U,Intel Core i5 12gen 1235U,Intel,Core i5,12,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Dell G15 Ryzen Edition 5515-9281 15,6"" 120Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Szary",3999.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 5600H,AMD Ryzen 5 5600H,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ Graphics,NVIDIA GeForce RTX 3050 + AMD Radeon Graphics,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy HP OMEN 16-am0061nw 16"" 144Hz Ultra 7 255H 24GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny Funkcje AI",6999.0,"16 "",  1920 x 1200 pikseli 144 Hz",16.0,1920,1200,2304000,144,24 GB  DDR5 5600 Mhz RAM,24,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 255H,Intel Core Ultra 7 15gen 255H,Intel,Core Ultra 7,15,NVIDIA® GeForce RTX™ 5060 + Intel Arc 140T Graphics,NVIDIA GeForce RTX 5060 + Intel Arc 140T Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Laptop Acer Swift Go 14 SFG14-63-R19Q OLED 14"" R5 8645HS 16GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",2999.0,"14 "",  2880 x 1800 pikseli",14.0,2880,1800,5184000,,16 GB  LPDDR5X RAM,16,512 GB SSD,512,AMD Ryzen™ 5 8645HS,AMD Ryzen 5 8645HS,AMD,Ryzen 5,,AMD Radeon™ 760M,AMD Radeon 760M,AMD,Radeon 760M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Dell Inspiron 5310-8529 13,3"" i7-11390H 16GB RAM 512GB Dysk SSD Win11 Srebrny",3999.0,"13,3 "",  2560 x 1600 pikseli",13.3,2560,1600,4096000,,16 GB  LPDDR4X 4267 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 11gen 11390H,Intel Core i7 11gen 11390H,Intel,Core i7,11,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15ITH6 15,6"" 120Hz i5-11400H 16GB RAM 512GB Dysk SSD RTX3050Ti Win11 Czarno-niebieski",4899.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,Intel® Core™ i5 11gen 11400H,Intel Core i5 11gen 11400H,Intel,Core i5,11,NVIDIA® GeForce RTX™ 3050 Ti+ Intel UHD Graphics,NVIDIA GeForce RTX 3050 Ti+ Intel UHD Graphics,NVIDIA,GeForce RTX 3050 Ti,GeForce RTX 3050 Ti,True,True,True,False,True,Windows 11 Home Edition
"Laptop Dell 16 Plus 1625-2891 16"" Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Niebieski Funkcje AI",5999.0,"16 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 258V,Intel Core Ultra 7 15gen 258V,Intel,Core Ultra 7,15,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Lenovo Yoga Slim 7 15ILL9 Aura Edition 15,3"" Ultra 7 256V 16GB RAM 1TB Dysk SSD Win11 Szary Funkcje AI",6199.0,"15,3"", ekran dotykowy 2880 x 1800 pikseli 120 Hz",15.3,2880,1800,5184000,120,16 GB  LPDDR5x 8533 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ Ultra 7 14gen 256V,Intel Core Ultra 7 14gen 256V,Intel,Core Ultra 7,14,Intel®  Arc™ Graphics 140V,Intel Arc Graphics 140V,Intel,Arc Graphics 140V,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 9 18IAX10 18"" 240Hz Ultra 9 275HX 64GB RAM 2TB Dysk SSD RTX5090 DLSS4 Win11 Pro Czarny Funkcje AI",22499.0,"18 "",  3840 x 2400 pikseli 240 Hz",18.0,3840,2400,9216000,240,64 GB  DDR5 5200 Mhz RAM,64,2 TB SSD,2048,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5090 + Intel Graphics,NVIDIA GeForce RTX 5090 + Intel Graphics,NVIDIA,GeForce RTX 5090,GeForce RTX 5090,True,True,True,False,True,Windows 11 Professional
"Laptop Huawei MateBook D 15 15,6"" i5-10210U 8GB RAM 512GB Dysk SSD Win10 Srebrny",2699.0,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,8 GB  DDR4 RAM,8,512 GB SSD,512,Intel® Core™ i5 10gen 10210U,Intel Core i5 10gen 10210U,Intel,Core i5,10,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 10 Home Edition
"Laptop Lenovo IdeaPad Slim 3 16ABR8 16"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Szary",2899.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 7530U,AMD Ryzen 5 7530U,AMD,Ryzen 5,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
